Participant,Trial,FramesFromSubphaseOnset,TimeFromSubphaseOnset,GazeXAvg,GazeYAvg,Position,SceneType,TrackLoss,TargetLooks,Exclusion,Language,AgentType,SentenceType
KMAX075,Larp,18,600,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,19,633,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,20,667,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,21,700,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,22,733,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,23,767,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,24,800,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,25,833,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,26,867,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,27,900,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,28,933,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,29,967,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,30,1000,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,31,1033,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,32,1067,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,33,1100,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,34,1133,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,35,1167,1482.412,688.0891,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,36,1200,1482.412,688.0891,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,37,1233,1455.42,686.91235,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,38,1267,1455.42,686.91235,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,39,1300,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,40,1333,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,41,1367,1522.283,519.70405,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,42,1400,1522.283,519.70405,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,43,1433,1553.9555,484.05075,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,44,1467,1553.9555,484.05075,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,45,1500,1553.9555,484.05075,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,46,1533,1553.9555,484.05075,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,47,1567,1509.84,516.31865,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,48,1600,1509.84,516.31865,Right,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,49,1633,1033.9755,529.8854,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,50,1667,425.3324,564.6281,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,51,1700,335.1017,498.5771,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,52,1733,474.67245,514.33475,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,53,1767,447.13935,535.5971,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,54,1800,467.08375,565.8957,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,55,1833,451.6232,526.2043,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,56,1867,415.94185,519.41375,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,57,1900,282.35915,466.7177,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,58,1933,268.5634,439.1315,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,59,1967,296.94745,461.5018,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,60,2000,275.9507,435.6894,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,61,2033,252.67165,448.7559,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,62,2067,283.8873,450.84235,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,63,2100,304.2428,449.3109,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,64,2133,274.0784,427.16455,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,65,2167,261.56705,454.0249,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,66,2200,273.0975,480.416,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,67,2233,288.97025,449.74,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,68,2267,281.90965,463.81035,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,69,2300,303.64635,471.43235,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,70,2333,287.32185,517.80655,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,71,2367,316.93005,576.74235,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,72,2400,299.25445,572.26625,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,73,2433,307.76655,575.03925,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX075,Larp,74,2467,225.398965,533.76455,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,0,0,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,1,33,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,2,67,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,3,100,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,4,133,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,5,167,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,6,200,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,7,233,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,8,267,1516.068,295.5859,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,9,300,1344.387,521.9197,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,10,333,1344.387,521.9197,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,11,367,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,12,400,1364.7135,461.46575,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,13,433,1562.8615,587.13625,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,14,467,1549.4625,583.31705,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,15,500,1541.019,581.83405,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,16,533,1544.044,587.02135,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,17,567,1517.1705,656.7671,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,18,600,1515.2455,701.08,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,19,633,1509.3335,710.5672,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,20,667,1515.3485,672.9287,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,21,700,1519.5515,566.9582,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,22,733,1535.1295,484.54455,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,23,767,1537.3265,481.7317,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,24,800,1532.6915,478.8589,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,25,833,1518.5425,483.1105,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,26,867,1530.392,480.0921,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,27,900,1523.468,482.6246,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,28,933,1520.667,454.45725,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,29,967,1527.0495,427.43305,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,30,1000,1533.3165,425.2339,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,31,1033,1533.3165,425.2339,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,32,1067,1517.426,434.22325,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,33,1100,1526.1575,446.5163,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,34,1133,1534.991,417.1966,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,35,1167,1528.186,433.95445,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,36,1200,1523.988,438.0838,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,37,1233,1521.752,450.6697,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,38,1267,1529.0195,439.40945,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,39,1300,1513.877,439.7381,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,40,1333,1535.068,432.1564,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,41,1367,1525.495,437.675,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,42,1400,1516.202,445.69135,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,43,1433,1530.3155,447.5688,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,44,1467,1528.514,446.6923,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,45,1500,1528.514,446.6923,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,46,1533,1536.781,444.0158,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,47,1567,1551.42,444.30165,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,48,1600,1543.6525,452.81635,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,49,1633,1540.1695,443.3373,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,50,1667,1552.2065,433.3058,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,51,1700,1548.316,453.17875,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,52,1733,1552.49,443.78505,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,53,1767,1547.179,452.63895,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,54,1800,1550.688,445.7749,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,55,1833,1552.1155,456.65485,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,56,1867,1551.882,448.2148,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,57,1900,1547.449,449.47315,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,58,1933,1546.3105,442.5312,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,59,1967,1546.3105,442.5312,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,60,2000,1550.5465,452.6685,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,61,2033,1549.7435,465.2036,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,62,2067,1544.067,455.1431,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,63,2100,1543.004,451.499,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,64,2133,1546.8385,451.06785,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,65,2167,1543.4915,447.24775,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,66,2200,1554.4465,447.9809,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,67,2233,1547.1545,448.8214,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,68,2267,1549.3825,449.7446,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,69,2300,1544.2835,448.8096,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,70,2333,1540.429,449.9757,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,71,2367,1546.971,458.29955,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,72,2400,1542.102,459.6311,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,73,2433,1539.0025,448.92745,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Sem,74,2467,1539.0025,448.92745,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,0,0,862.05495,998.12005,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,1,33,829.41505,888.0103,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,2,67,978.92275,1070.5333,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,3,100,973.5953,1042.9479,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,4,133,973.5953,1042.9479,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,5,167,945.7002,1008.6354,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,6,200,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,7,233,938.6061,956.51125,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,8,267,829.1,622.2757,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,9,300,829.1,622.2757,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,10,333,532.6562,468.5117,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,11,367,506.7502,554.885,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,12,400,435.55115,559.22955,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,13,433,435.55115,559.22955,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,14,467,433.8416,563.96735,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,15,500,354.52225,601.36065,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,16,533,356.2486,589.05355,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,17,567,348.26965,589.16505,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,18,600,344.3335,578.47465,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,19,633,344.77865,555.28355,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,20,667,349.2681,590.29115,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,21,700,349.2681,590.29115,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,22,733,347.89935,588.6257,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,23,767,470.42845,579.54675,Left,distractor,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,24,800,832.81895,566.5348,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,25,833,1142.197,540.9001,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,26,867,1475.541,523.0547,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,27,900,1550.513,508.1261,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,28,933,1570.3305,489.12425,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,29,967,1566.869,493.3036,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,30,1000,1566.869,493.3036,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,31,1033,1562.282,495.56465,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,32,1067,1574.8565,509.7502,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,33,1100,1533.2325,428.4786,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,34,1133,1523.8525,441.9269,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,35,1167,1533.29,429.5731,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,36,1200,1532.7385,436.7545,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,37,1233,1540.495,425.8471,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,38,1267,1533.7855,426.70295,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,39,1300,1541.32,443.9558,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,40,1333,1547.188,433.7863,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,41,1367,1547.188,433.7863,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,42,1400,1544.732,441.3915,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,43,1433,1546.839,439.1424,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,44,1467,1593.78,410.4366,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,45,1500,1600.5575,407.4219,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,46,1533,1601.4605,403.00475,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,47,1567,1604.5035,415.1604,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,48,1600,1601.493,400.0761,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,49,1633,1600.3575,403.1502,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,50,1667,1602.1885,403.5848,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,51,1700,1602.289,392.34765,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,52,1733,1604.916,404.60245,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,53,1767,1608.3485,393.3733,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,54,1800,1608.3485,393.3733,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,55,1833,1604.1985,402.88345,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,56,1867,1608.9055,387.54025,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,57,1900,1604.575,396.01735,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,58,1933,1606.4325,401.06405,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,59,1967,1612.2315,399.92295,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,60,2000,1603.043,397.63815,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,61,2033,1609.459,392.5541,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,62,2067,1583.144,414.84165,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,63,2100,1592.83,398.12285,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,64,2133,1586.4535,409.91965,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,65,2167,1586.951,403.7077,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,66,2200,1584.9815,400.2832,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,67,2233,1590.556,403.4759,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,68,2267,1581.9795,407.33445,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,69,2300,1581.834,411.4674,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,70,2333,1581.834,411.4674,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,71,2367,1579.7765,400.56375,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,72,2400,1575.0385,401.98065,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,73,2433,1578.058,386.56905,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Blick,74,2467,1577.9025,412.73515,Right,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,0,0,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,1,33,968.4454,1122.5005,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,2,67,966.5479,1103.253,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,3,100,966.5479,1103.253,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,4,133,1010.252,1152.377,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,5,167,1269.023,991.67325,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,6,200,1269.023,991.67325,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,7,233,1265.496,1076.898,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,8,267,-999,-999,TrackLoss,.,1,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,9,300,848.4578,646.6985,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,10,333,848.4578,646.6985,NA,.,0,0,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,11,367,598.37595,573.0746,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,12,400,522.6486,660.9655,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,13,433,522.6486,660.9655,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,14,467,500.01145,662.24485,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,15,500,504.2181,669.5212,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,16,533,418.37365,656.7564,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,17,567,407.7014,658.452,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,18,600,395.312,653.1523,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,19,633,406.21545,654.7774,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,20,667,400.2814,661.72115,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,21,700,395.13885,647.64715,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,22,733,405.14405,650.8846,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,23,767,385.67955,603.7666,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,24,800,371.96355,597.5981,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,25,833,391.4005,608.3089,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,26,867,391.4005,608.3089,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,27,900,379.22,598.2141,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,28,933,377.67325,606.90015,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,29,967,382.9663,605.91625,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,30,1000,384.65295,605.0902,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,31,1033,374.0299,598.2202,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,32,1067,389.2187,604.60085,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,33,1100,374.31345,606.30445,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,34,1133,382.45815,607.7042,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,35,1167,385.2595,604.69685,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,36,1200,386.6385,611.3321,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,37,1233,384.81525,607.31165,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,38,1267,382.939,617.1818,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,39,1300,381.1355,608.998,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
KMAX079,Larp,40,1333,376.91855,595.779,Left,target,0,1,0,Korean,DifferentAgent,DroppedSubject
